Combined Log,,,,,,,N8SQL’s Log,,,,,,,KG4SGP’s Log,,,,,,
Callsign,Latitude,Longitude,Altitude,UTC Time,Voltage (Raw),CRC16,Callsign,Latitude,Longitude,Altitude,UTC Time,Voltage (Raw),CRC16,Callsign,Latitude,Longitude,Altitude,UTC Time,Voltage (Raw),CRC16
KD8ZRC,41.05539,81.65327,29986.80,181311,712,745,KD8ZRC,41.05539,81.65327,29986.80,181311,712,745,KD8ZRC,41.05539,81.65327,29986.8,181311,712,745
KD8ZRC,41.05705,81.64384,30183.40,181337,715,056A,KD8ZRC,41.05705,81.64384,30183.40,181337,715,056A,,,,,,,
KD8ZRC,41.0576,81.63869,30284.60,181350,715,9345,KD8ZRC,41.0576,81.63869,30284.60,181350,715,9345,,,,,,,
KD8ZRC,41.05801,81.63364,30376.90,181403,716,6FA8,KD8ZRC,41.05801,81.63364,30376.90,181403,716,6FA8,KD8ZRC,41.05801,81.63364,30376.9,181403,716,6FA8
KD8ZRC,41.05835,81.62852,30469.70,181416,716,8CB6,KD8ZRC,41.05835,81.62852,30469.70,181416,716,8CB6,KD8ZRC,41.05835,81.62852,30469.7,181416,716,8CB6
KD8ZRC,41.05879,81.62329,30562.80,181429,718,FCB9,KD8ZRC,41.05879,81.62329,30562.80,181429,718,FCB9,,,,,,,
KD8ZRC,41.05954,81.61349,30741.00,181455,720,0A92,KD8ZRC,41.05954,81.61349,30741.00,181455,720,0A92,KD8ZRC,41.0592,81.6832,30653.8,181442,719,E668
KD8ZRC,41.0602,81.59816,31006.30,181534,722,3696,KD8ZRC,41.0602,81.59816,31006.30,181534,722,3696,,,,,,,
KD8ZRC,41.06033,81.59263,31093.3,181547,722,C788,,,,,,,,KD8ZRC,41.06033,81.59263,31093.3,181547,722,C788
KD8ZRC,41.06143,81.57657,31351.30,181626,726,96D6,KD8ZRC,41.06143,81.57657,31351.30,181626,726,96D6,,,,,,,
KD8ZRC,41.06186,81.57096,31438.70,181639,727,8D0F,KD8ZRC,41.06186,81.57096,31438.70,181639,727,8D0F,KD8ZRC,41.06186,81.57096,31438.7,181639,727,8D0F
KD8ZRC,41.06218,81.56515,31526.00,181653,727,DF7D,KD8ZRC,41.06218,81.56515,31526.00,181653,727,DF7D,,,,,,,
KD8ZRC,41.06223,81.5596,31356.90,181706,728,C8D7,KD8ZRC,41.06223,81.5596,31356.90,181706,728,C8D7,KD8ZRC,41.06223,81.5596,31356.9,181706,728,C8D7
KD8ZRC,41.06238,81.55392,30319.70,181720,727,5251,KD8ZRC,41.06238,81.55392,30319.70,181720,727,5251,KD8ZRC,41.06238,81.55392,30319.7,181720,727,5251
